Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.71 |         258.8 |   1361.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         890.1 |      12,730.0 |   1330.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         226.9 |       1,037.1 |    357.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         562.4 |       2,144.8 |    281.4% | warp
dram__sectors_write.sum                                                |     418,440.0 |     253,632.0 |    -39.4% | sector
dram__sectors_read.sum                                                 |   178,964,368 |   122,872,624 |    -31.3% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.59 |         30.08 |    -29.4% | %
smsp__inst_executed.sum                                                |    44,409,084 |    54,171,090 |     22.0% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      11,995.2 |       9,612.1 |    -19.9% | warp
lts__t_sectors_op_read.sum                                             |   576,042,257 |   490,165,634 |    -14.9% | sector
lts__t_sectors.sum                                                     |   577,087,104 |   491,148,320 |    -14.9% | sector
smsp__warps_issue_stalled_wait.avg                                     |     269,648.5 |     299,310.3 |     11.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,518.0 |      95,899.0 |     10.8% | 
