Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      25,235.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     280,855.8 |    806.7% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.86 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       6,681.0 |    -69.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     383,179.7 |     68.0% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   222,995,928 |     66.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         59.70 |     43.3% | %
launch__registers_per_thread                                           |         252.0 |         148.0 |    -41.3% | register/thread
smsp__inst_executed.sum                                                |   163,088,846 |   102,999,120 |    -36.8% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    25,928,458 |    -31.6% | 
lts__t_sector_hit_rate.pct                                             |         57.34 |         44.15 |    -23.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    46,676,844 |    -22.7% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,230,296 |    -18.2% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     157,870.4 |     15.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,226.5 |    -13.5% | warp
lts__t_sectors_op_read.sum                                             |   620,017,779 |   694,789,492 |     12.1% | sector
lts__t_sectors.sum                                                     |   687,305,928 |   762,930,633 |     11.0% | sector
