Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__sectors_read.sum                                                 |   144,592,520 |    95,502,704 |    -34.0% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,196.1 |      30,630.1 |     16.9% | warp
lts__t_sectors_op_read.sum                                             |   623,533,881 |   549,899,004 |    -11.8% | sector
lts__t_sectors.sum                                                     |   691,579,662 |   617,893,047 |    -10.7% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      21,996.3 |      19,727.1 |    -10.3% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,519.0 |       2,275.6 |     -9.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,704,397 |    15,650,299 |     -6.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,917,281 |    16,864,322 |     -5.9% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,334.3 |       4,100.4 |     -5.4% | warp
smsp__inst_executed.sum                                                |    70,747,322 |    74,349,568 |      5.1% | inst
