Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      12,006.3 |      inf% | warp
dram__bytes_write.sum                                                  |          1.40 |         13.06 |    832.9% | Gbyte
smsp__warps_issue_stalled_barrier.avg                                  |      91,827.4 |     224,263.3 |    144.2% | warp
dram__sectors_read.sum                                                 |    89,204,288 |   181,856,616 |    103.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,497,156 |         592.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,912,706 |      86,234.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     440,199.0 |       2,076.0 |    -99.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,178.3 |         17.66 |    -99.2% | warp
dram__sectors_write.sum                                                |    43,756,560 |     408,040.0 |    -99.1% | sector
lts__t_sectors_op_write.sum                                            |    66,829,404 |     669,954.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,707.0 |         664.2 |    -97.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,322.3 |         806.2 |    -97.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,959.1 |     269,876.7 |     91.5% | warp
smsp__inst_executed.sum                                                |   141,729,533 |    45,446,807 |    -67.9% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.63 |         43.12 |     36.3% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         588.2 |         382.4 |    -35.0% | warp
launch__registers_per_thread                                           |         186.0 |         128.0 |    -31.2% | register/thread
lts__t_sector_hit_rate.pct                                             |         62.51 |         52.48 |    -16.0% | %
lts__t_sectors_op_read.sum                                             |   565,628,740 |   626,962,845 |     10.8% | sector
smsp__cycles_active.avg                                                |     1,913,299 |     1,812,056 |     -5.3% | cycle
