Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    55,112,522 | 9293748.6% | 
dram__sectors_write.sum                                                |     101,504.0 |   176,713,904 | 173995.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,066.0 |    60,282,276 |  19279.3% | 
lts__t_sectors_op_write.sum                                            |     2,124,653 |   269,466,482 |  12582.8% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.86 |         33.48 |    588.9% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,297.5 |       8,162.5 |    529.1% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         59.61 |    441.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       3,516.1 |      15,554.7 |    342.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      43,736.6 |     173,287.6 |    296.2% | warp
smsp__inst_executed.sum                                                |    84,906,462 |   210,269,785 |    147.6% | inst
dram__bytes_read.sum                                                   |         892.0 |          1.56 |    -99.8% | Mbyte
launch__registers_per_thread                                           |         78.00 |         149.0 |     91.0% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     448,955.4 |     797,104.7 |     77.5% | warp
dram__sectors_read.sum                                                 |    27,874,624 |    48,708,320 |     74.7% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         33.44 |         53.34 |     59.5% | %
lts__t_sectors.sum                                                     |   528,328,255 |   795,967,234 |     50.7% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     286,520.6 |     399,307.3 |     39.4% | warp
lts__t_sector_hit_rate.pct                                             |         89.14 |         54.86 |    -38.5% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      65,909.9 |      76,904.2 |     16.7% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,631,643 |     2,234,837 |    -15.1% | warp
smsp__cycles_active.avg                                                |     2,528,441 |     2,906,967 |     15.0% | cycle
