Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      25,217.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     281,195.5 |    807.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.63 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       6,714.4 |    -69.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     383,173.0 |     68.0% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   221,695,288 |     65.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         59.73 |     43.3% | %
launch__registers_per_thread                                           |         252.0 |         148.0 |    -41.3% | register/thread
smsp__inst_executed.sum                                                |   163,088,846 |   102,974,301 |    -36.9% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    25,732,646 |    -32.1% | 
lts__t_sector_hit_rate.pct                                             |         57.34 |         44.16 |    -23.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    46,768,268 |    -22.6% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,235,016 |    -18.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     158,688.5 |     16.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,236.8 |    -13.1% | warp
lts__t_sectors_op_read.sum                                             |   620,017,779 |   695,685,855 |     12.2% | sector
lts__t_sectors.sum                                                     |   687,305,928 |   763,882,985 |     11.1% | sector
