Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         890.1 |      13,797.0 |   1450.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         226.9 |         663.7 |    192.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         562.4 |       1,620.6 |    188.2% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,995.2 |       9,684.7 |    -19.3% | warp
smsp__inst_executed.sum                                                |    44,409,084 |    52,466,503 |     18.1% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,518.0 |      96,358.0 |     11.4% | 
smsp__warps_issue_stalled_wait.avg                                     |     269,648.5 |     296,750.5 |     10.1% | warp
dram__sectors_write.sum                                                |     418,440.0 |     381,848.0 |     -8.7% | sector
dram__sectors_read.sum                                                 |   178,964,368 |   164,070,888 |     -8.3% | sector
