Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |    28,106,198 | 1473743.6% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         142.1 |       5,340.9 |   3659.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      20,196.7 |     137,421.5 |    580.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      11,283.5 |      51,733.3 |    358.5% | warp
smsp__inst_executed.sum                                                |   228,114,585 | 1,039,118,424 |    355.5% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      45,107.5 |     147,914.8 |    227.9% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     209,789.5 |     516,142.7 |    146.0% | warp
dram__bytes_read.sum                                                   |         778.6 |          1.08 |    -99.9% | Mbyte
smsp__warps_issue_stalled_barrier.avg                                  |     364,954.4 |     589,807.0 |     61.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     842,791.2 |     1,332,839 |     58.1% | warp
smsp__cycles_active.avg                                                |     2,650,196 |     4,171,262 |     57.4% | cycle
dram__sectors_read.sum                                                 |    24,331,576 |    33,800,080 |     38.9% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         69.43 |         43.24 |    -37.7% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         62.95 |         39.61 |    -37.1% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         67.33 |         42.39 |    -37.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    66,629,608 |    86,038,333 |     29.1% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,775,292 |     1,264,659 |    -28.8% | warp
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         51.28 |         37.68 |    -26.5% | %
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    61,875,718 |    52,253,847 |    -15.6% | 
