Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,157.3 |       2,906.8 |     34.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      24,644.1 |      19,394.3 |    -21.3% | warp
dram__sectors_read.sum                                                 |   220,848,824 |   176,944,792 |    -19.9% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       6,588.9 |       7,851.2 |     19.2% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     159,323.9 |     184,011.1 |     15.5% | warp
lts__t_sectors_op_read.sum                                             |   683,409,361 |   607,217,391 |    -11.1% | sector
lts__t_sectors.sum                                                     |   751,652,309 |   675,288,891 |    -10.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,244,428 |     2,049,318 |     -8.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,068,283 |    28,141,170 |      8.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    46,666,020 |    49,272,997 |      5.6% | 
