Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,011.0 |    28,543,605 | 1419273.7% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,708.7 |     179,288.5 |    571.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,073,275 |    50,070,382 |    211.5% | 
dram__sectors_read.sum                                                 |   105,484,272 |   175,340,496 |     66.2% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,798.7 |       7,522.4 |     56.8% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         35.10 |         52.32 |     49.1% | %
smsp__inst_executed.sum                                                |    73,438,340 |   105,098,905 |     43.1% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,840,293 |    20,028,292 |     35.0% | 
launch__registers_per_thread                                           |         159.0 |         117.0 |    -26.4% | register/thread
lts__t_sector_hit_rate.pct                                             |         64.88 |         53.68 |    -17.3% | %
smsp__warps_issue_stalled_wait.avg                                     |     339,505.4 |     391,621.7 |     15.4% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,401,327 |     2,092,496 |    -12.9% | warp
lts__t_sectors_op_read.sum                                             |   584,776,968 |   654,977,962 |     12.0% | sector
lts__t_sectors.sum                                                     |   652,971,855 |   723,297,664 |     10.8% | sector
