Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    52,154,573 | 8780131.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,850.0 |    28,875,142 | 1560718.5% | 
dram__sectors_write.sum                                                |     121,600.0 |   176,521,424 | 145065.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,108.0 |    86,465,181 |  27692.7% | 
lts__t_sectors_op_write.sum                                            |     2,127,074 |   269,506,501 |  12570.3% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |         18.18 |       1,790.0 |   9745.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         690.2 |      42,207.5 |   6015.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       2,179.7 |     130,444.9 |   5884.5% | warp
smsp__inst_executed.sum                                                |    88,022,993 |   995,187,685 |   1030.6% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |      37,265.2 |     417,722.1 |   1020.9% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.14 |         26.52 |    540.6% | %
smsp__warps_issue_stalled_wait.avg                                     |     439,349.2 |     1,202,125 |    173.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      66,713.4 |     165,410.5 |    147.9% | warp
dram__sectors_read.sum                                                 |    22,376,448 |    49,414,544 |    120.8% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     287,843.6 |     581,071.6 |    101.9% | warp
dram__bytes_read.sum                                                   |         716.0 |          1.58 |    -99.8% | Mbyte
lts__t_sectors.sum                                                     |   499,877,919 |   845,057,835 |     69.1% | sector
smsp__cycles_active.avg                                                |     2,527,355 |     3,910,539 |     54.7% | cycle
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,649,858 |     1,280,348 |    -51.7% | warp
lts__t_sector_hit_rate.pct                                             |         92.01 |         56.58 |    -38.5% | %
launch__registers_per_thread                                           |         80.00 |         110.0 |     37.5% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.25 |         45.79 |    -36.6% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         70.81 |         44.88 |    -36.6% | %
lts__t_sectors_op_read.sum                                             |   497,650,545 |   574,951,372 |     15.5% | sector
