Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      16,072.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     266,991.4 |    761.9% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     460,411.8 |    101.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.85 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       8,444.8 |    -61.3% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     187,575.2 |     37.6% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   179,213,216 |     34.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    25,688,721 |    -32.2% | 
smsp__inst_executed.sum                                                |   163,088,846 |   116,193,559 |    -28.8% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     1,995,418 |    -26.8% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         52.63 |     26.3% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    48,360,556 |    -19.9% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       3,008.7 |     16.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,022,607 |    21,627,070 |     13.7% | 
lts__t_sectors_op_read.sum                                             |   620,017,779 |   681,186,020 |      9.9% | sector
lts__t_sectors.sum                                                     |   687,305,928 |   749,344,680 |      9.0% | sector
