Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      19,394.3 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     268,967.8 |    768.3% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.71 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     401,121.8 |     75.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       7,851.2 |    -64.0% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     184,011.1 |     35.0% | warp
smsp__inst_executed.sum                                                |   163,088,846 |   106,085,991 |    -35.0% | inst
dram__sectors_read.sum                                                 |   133,772,704 |   176,944,792 |     32.3% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         53.00 |     27.2% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    28,141,170 |    -25.7% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,049,318 |    -24.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    49,272,997 |    -18.4% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,906.8 |     13.0% | warp
