Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,199.1 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     270,433.6 |    773.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.68 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     401,228.5 |     75.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       7,921.6 |    -63.7% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
dram__sectors_read.sum                                                 |   133,772,704 |   189,960,576 |     42.0% | sector
smsp__inst_executed.sum                                                |   163,088,846 |   106,123,832 |    -34.9% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         55.74 |     33.8% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     182,113.9 |     33.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    27,629,882 |    -27.1% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,069,176 |    -24.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    48,947,640 |    -19.0% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,572.9 |       2,948.4 |     14.6% | warp
