Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         890.1 |       7,314.0 |    721.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         226.9 |         608.5 |    168.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         562.4 |       1,483.7 |    163.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,995.2 |       8,694.5 |    -27.5% | warp
dram__sectors_read.sum                                                 |   178,964,368 |   145,004,296 |    -19.0% | sector
smsp__inst_executed.sum                                                |    44,409,084 |    52,358,347 |     17.9% | inst
smsp__warps_issue_stalled_wait.avg                                     |     269,648.5 |     313,547.5 |     16.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,518.0 |      98,410.0 |     13.7% | 
dram__sectors_write.sum                                                |     418,440.0 |     362,976.0 |    -13.3% | sector
