Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    60,999,963 | 10303947.8% | 
dram__sectors_write.sum                                                |     119,704.0 |   176,327,712 | 147203.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     315,002.0 |    65,641,683 |  20738.5% | 
lts__t_sectors_op_write.sum                                            |     2,111,302 |   269,453,202 |  12662.4% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         981.0 |       9,784.0 |    897.3% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.17 |         34.63 |    730.5% | %
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed        |          1.73 |         13.10 |    657.2% | %
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed       |          1.73 |         13.10 |    657.2% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |      22,223.9 |     146,392.8 |    558.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       3,469.2 |      18,607.7 |    436.4% | warp
smsp__inst_executed.sum                                                |    92,208,489 |   217,440,549 |    135.8% | inst
launch__registers_per_thread                                           |         75.00 |         148.0 |     97.3% | register/thread
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.59 |         62.72 |     76.2% | %
smsp__warps_issue_stalled_wait.avg                                     |     547,645.3 |     918,421.7 |     67.7% | warp
lts__t_sectors.sum                                                     |   546,605,723 |   812,353,193 |     48.6% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     274,676.3 |     367,154.7 |     33.7% | warp
lts__t_sector_hit_rate.pct                                             |         91.88 |         61.51 |    -33.1% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,507,906 |     1,802,650 |    -28.1% | warp
smsp__cycles_active.avg                                                |     2,512,820 |     2,680,948 |      6.7% | cycle
