Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,009.0 |    25,928,458 | 1290515.1% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,160.0 |     157,870.4 |    503.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    18,168,930 |    46,676,844 |    156.9% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,232.0 |       6,681.0 |     57.9% | warp
dram__sectors_read.sum                                                 |   148,585,048 |   222,995,928 |     50.1% | sector
smsp__inst_executed.sum                                                |    71,783,990 |   102,999,120 |     43.5% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         43.51 |         59.70 |     37.2% | %
launch__registers_per_thread                                           |         187.0 |         148.0 |    -20.9% | register/thread
lts__t_sector_hit_rate.pct                                             |         54.34 |         44.15 |    -18.8% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    17,027,065 |    19,394,400 |     13.9% | 
smsp__warps_issue_stalled_wait.avg                                     |     338,463.1 |     383,179.7 |     13.2% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      22,408.5 |      25,235.6 |     12.6% | warp
lts__t_sectors_op_read.sum                                             |   628,096,188 |   694,789,492 |     10.6% | sector
lts__t_sectors.sum                                                     |   696,133,548 |   762,930,633 |      9.6% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,452.7 |       2,226.5 |     -9.2% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,435,387 |     2,230,296 |     -8.4% | warp
