Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       9,605.7 |      inf% | warp
dram__bytes_write.sum                                                  |          1.40 |         11.47 |    719.3% | Gbyte
smsp__warps_issue_stalled_barrier.avg                                  |      91,827.4 |     220,340.1 |    140.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,959.1 |     291,118.4 |    106.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,497,156 |         595.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     440,199.0 |       2,005.0 |    -99.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,912,706 |     105,644.0 |    -99.5% | 
dram__sectors_write.sum                                                |    43,756,560 |     358,400.0 |    -99.2% | sector
lts__t_sectors_op_write.sum                                            |    66,829,404 |     671,660.0 |    -99.0% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,178.3 |         40.96 |    -98.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,707.0 |       1,478.7 |    -94.2% | warp
smsp__inst_executed.sum                                                |   141,729,533 |    51,595,193 |    -63.6% | inst
dram__sectors_read.sum                                                 |    89,204,288 |   139,984,432 |     56.9% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,322.3 |      13,954.6 |    -54.0% | warp
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
lts__t_sectors.sum                                                     |   632,713,222 |   557,704,022 |    -11.9% | sector
smsp__cycles_active.avg                                                |     1,913,299 |     1,811,487 |     -5.3% | cycle
