Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.82 |         851.6 |  46689.6% | Gbyte
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         160.7 |   1361.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,518.0 |     221,179.5 |    117.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,436.6 |      11,250.3 |    106.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,108.8 |      20,217.2 |    100.0% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     134,301.0 |      44,810.8 |    -66.6% | warp
dram__sectors_read.sum                                                 |    56,766,424 |    26,611,512 |    -53.1% | sector
smsp__inst_executed.sum                                                |   161,534,997 |   232,099,104 |     43.7% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,999,167 |     1,747,421 |    -41.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,241,298 |    61,877,206 |     36.8% | 
smsp__warps_issue_stalled_wait.avg                                     |     626,359.9 |     856,243.9 |     36.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,885,700 |    66,445,015 |     33.2% | 
smsp__warps_issue_stalled_barrier.avg                                  |     493,354.5 |     362,629.5 |    -26.5% | warp
smsp__cycles_active.avg                                                |     3,228,937 |     2,664,808 |    -17.5% | cycle
