Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.82 |         715.6 |  39218.7% | Gbyte
dram__sectors_read.sum                                                 |    56,766,424 |    22,362,608 |    -60.6% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |     134,301.0 |      92,161.8 |    -31.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,108.8 |      13,171.4 |     30.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,518.0 |     129,072.9 |     27.1% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,999,167 |     2,252,953 |    -24.9% | warp
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         53.15 |         64.93 |     22.2% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         49.98 |         60.75 |     21.5% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         57.11 |         68.95 |     20.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,241,298 |    54,409,732 |     20.3% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,436.6 |       6,442.8 |     18.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,885,700 |    59,009,168 |     18.3% | 
smsp__warps_issue_stalled_barrier.avg                                  |     493,354.5 |     411,308.8 |    -16.6% | warp
smsp__cycles_active.avg                                                |     3,228,937 |     2,760,146 |    -14.5% | cycle
smsp__inst_executed.sum                                                |   161,534,997 |   184,746,628 |     14.4% | inst
smsp__warps_issue_stalled_wait.avg                                     |     626,359.9 |     683,937.1 |      9.2% | warp
