Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,157.3 |       3,008.7 |     39.5% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      24,644.1 |      16,072.6 |    -34.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,588.9 |       8,444.8 |     28.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     384,796.1 |     460,411.8 |     19.7% | warp
dram__sectors_read.sum                                                 |   220,848,824 |   179,213,216 |    -18.9% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     159,323.9 |     187,575.2 |     17.7% | warp
smsp__inst_executed.sum                                                |   101,942,345 |   116,193,559 |     14.0% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,088,896 |    21,627,070 |     13.3% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,244,428 |     1,995,418 |    -11.1% | warp
