Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    45,069,334 | 7612963.2% | 
dram__sectors_write.sum                                                |     121,504.0 |   176,642,408 | 145279.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,066.0 |    49,697,315 |  15876.5% | 
lts__t_sectors_op_write.sum                                            |     2,131,587 |   269,479,794 |  12542.2% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         678.9 |       8,261.6 |   1117.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,724.5 |      12,985.8 |    653.0% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.16 |         29.91 |    619.0% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |      43,731.0 |     113,283.9 |    159.0% | warp
smsp__inst_executed.sum                                                |    80,259,152 |   177,386,240 |    121.0% | inst
launch__registers_per_thread                                           |         78.00 |         148.0 |     89.7% | register/thread
smsp__warps_issue_stalled_barrier.avg                                  |     287,868.2 |     503,383.4 |     74.9% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.52 |         57.13 |     60.8% | %
smsp__warps_issue_stalled_wait.avg                                     |     430,917.0 |     688,563.3 |     59.8% | warp
lts__t_sectors.sum                                                     |   504,234,299 |   784,045,818 |     55.5% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      67,511.2 |     104,215.9 |     54.4% | warp
lts__t_sector_hit_rate.pct                                             |         90.68 |         58.93 |    -35.0% | %
dram__sectors_read.sum                                                 |    22,379,424 |    26,515,440 |     18.5% | sector
dram__bytes_read.sum                                                   |         716.1 |         848.5 |     18.5% | Mbyte
smsp__cycles_active.avg                                                |     2,520,866 |     2,941,076 |     16.7% | cycle
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,652,119 |     2,457,057 |     -7.4% | warp
