Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,196.1 |      46,425.0 |     77.2% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,519.0 |       3,218.3 |     27.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,996.3 |      17,887.7 |    -18.7% | warp
smsp__inst_executed.sum                                                |    70,747,322 |    82,865,695 |     17.1% | inst
smsp__warps_issue_stalled_not_selected.avg                             |       4,334.3 |       5,054.1 |     16.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     338,345.6 |     378,719.6 |     11.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,704,397 |    18,209,175 |      9.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,917,281 |    19,426,365 |      8.4% | 
smsp__warps_issue_stalled_barrier.avg                                  |     282,103.8 |     258,982.5 |     -8.2% | warp
dram__sectors_read.sum                                                 |   144,592,520 |   137,176,736 |     -5.1% | sector
