Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         597.0 |    17,845,901 | 2989163.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      95,849.0 |    19,085,524 |  19812.1% | 
dram__sectors_write.sum                                                |     258,984.0 |    44,005,536 |  16891.6% | sector
lts__t_sectors_op_write.sum                                            |     661,350.0 |    67,497,550 |  10106.0% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      12,743.1 |      34,589.4 |    171.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,033.5 |       2,672.2 |    158.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       9,599.7 |      19,967.3 |    108.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         260.6 |         18.91 |    -92.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       2,143.3 |       4,129.4 |     92.7% | warp
launch__registers_per_thread                                           |         96.00 |         158.0 |     64.6% | register/thread
smsp__inst_executed.sum                                                |    54,167,870 |    77,416,859 |     42.9% | inst
lts__t_sectors.sum                                                     |   502,523,720 |   617,891,844 |     23.0% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     219,559.7 |     261,243.6 |     19.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     299,307.0 |     354,170.8 |     18.3% | warp
dram__sectors_read.sum                                                 |   124,055,048 |   101,718,856 |    -18.0% | sector
lts__t_sectors_op_read.sum                                             |   501,544,753 |   549,900,591 |      9.6% | sector
