Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      21,113.9 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,977.1 |     270,995.6 |    774.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,745.3 |         17.80 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,134.7 |     386,710.6 |     69.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,823.7 |       7,211.2 |    -67.0% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
smsp__inst_executed.sum                                                |   163,088,846 |   103,838,977 |    -36.3% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     136,275.6 |     179,442.9 |     31.7% | warp
dram__sectors_read.sum                                                 |   133,772,704 |   175,147,184 |     30.9% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.67 |         52.47 |     25.9% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,900,481 |    28,979,063 |    -23.5% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,725,690 |     2,096,747 |    -23.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,408,148 |    50,011,440 |    -17.2% | 
