Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,896.0 |    27,672,726 | 1459432.0% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         157.1 |       5,558.0 |   3438.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      20,276.5 |     140,880.6 |    594.8% | warp
smsp__inst_executed.sum                                                |   232,113,414 | 1,043,145,012 |    349.4% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      11,302.4 |      42,376.0 |    274.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      44,850.3 |     145,548.2 |    224.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     221,163.7 |     515,508.6 |    133.1% | warp
dram__bytes_read.sum                                                   |         853.5 |          1.10 |    -99.9% | Mbyte
smsp__warps_issue_stalled_barrier.avg                                  |     363,032.3 |     589,056.4 |     62.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     856,251.3 |     1,375,118 |     60.6% | warp
smsp__cycles_active.avg                                                |     2,675,621 |     4,205,284 |     57.2% | cycle
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         61.08 |         42.85 |    -29.8% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         55.46 |         39.26 |    -29.2% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         59.30 |         42.00 |    -29.2% | %
dram__sectors_read.sum                                                 |    26,670,344 |    34,359,232 |     28.8% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,750,285 |     1,254,606 |    -28.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    66,548,598 |    84,264,721 |     26.6% | 
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         50.17 |         36.97 |    -26.3% | %
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    61,976,936 |    51,269,415 |    -17.3% | 
