Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,011.0 |    28,141,170 | 1399262.0% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,630.1 |     184,011.1 |    500.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,864,322 |    49,272,997 |    192.2% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,100.4 |       7,851.2 |     91.5% | warp
dram__sectors_read.sum                                                 |    95,502,704 |   176,944,792 |     85.3% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.87 |         53.00 |     61.2% | %
smsp__inst_executed.sum                                                |    74,349,568 |   106,085,991 |     42.7% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,275.6 |       2,906.8 |     27.7% | warp
launch__registers_per_thread                                           |         161.0 |         117.0 |    -27.3% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,650,299 |    19,724,249 |     26.0% | 
lts__t_sector_hit_rate.pct                                             |         62.56 |         48.02 |    -23.2% | %
smsp__warps_issue_stalled_wait.avg                                     |     349,218.0 |     401,121.8 |     14.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,373,483 |     2,049,318 |    -13.7% | warp
lts__t_sectors_op_read.sum                                             |   549,899,004 |   607,217,391 |     10.4% | sector
lts__t_sectors.sum                                                     |   617,893,047 |   675,288,891 |      9.3% | sector
