Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    19,223,081 | 3247042.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,072.0 |    25,923,017 | 1251010.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,176.0 |    46,523,428 |  53886.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         936.4 |     157,562.2 |  16726.9% | warp
dram__sectors_write.sum                                                |     406,840.0 |    44,663,616 |  10878.2% | sector
lts__t_sectors_op_write.sum                                            |     658,271.0 |    67,507,090 |  10155.2% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         613.5 |       6,675.9 |    988.2% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         361.7 |       2,244.9 |    520.7% | warp
smsp__inst_executed.sum                                                |    45,390,436 |   102,937,717 |    126.8% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      11,973.0 |      25,380.4 |    112.0% | warp
dram__bytes_write.sum                                                  |         13.02 |          1.43 |    -89.0% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     269,654.4 |     383,946.0 |     42.4% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.41 |         60.08 |     41.7% | %
dram__sectors_read.sum                                                 |   178,610,688 |   224,196,200 |     25.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     224,244.5 |     281,145.4 |     25.4% | warp
lts__t_sectors.sum                                                     |   621,730,798 |   761,980,548 |     22.6% | sector
launch__registers_per_thread                                           |         127.0 |         150.0 |     18.1% | register/thread
lts__t_sectors_op_read.sum                                             |   620,706,128 |   693,839,515 |     11.8% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,514 |     2,233,576 |    -10.9% | warp
smsp__cycles_active.avg                                                |     1,812,184 |     1,934,748 |      6.8% | cycle
