Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         439.1 |       5,253.0 |   1096.4% | warp
dram__sectors_read.sum                                                 |    72,219,792 |    34,120,008 |    -52.8% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,058.4 |     512,011.3 |     30.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     1,126,122 |     1,368,219 |     21.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,272,479 |    51,756,609 |     14.3% | 
smsp__cycles_active.avg                                                |     3,683,135 |     4,192,785 |     13.8% | cycle
smsp__warps_issue_stalled_not_selected.avg                             |     124,592.4 |     139,251.2 |     11.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,729,276 |    85,092,190 |      8.1% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,156.8 |      42,211.1 |      7.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,166,841 |     1,256,265 |      7.7% | warp
smsp__inst_executed.sum                                                |   972,854,187 | 1,041,128,191 |      7.0% | inst
lts__t_sectors_op_read.sum                                             |   578,335,381 |   540,591,209 |     -6.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     554,287.1 |     588,447.3 |      6.2% | warp
