Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      10,134.1 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,996.4 |     220,066.1 |    136.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,955.5 |     291,373.3 |    106.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,616,111 |         594.0 |   -100.0% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |      24,272.8 |         26.43 |    -99.9% | warp
dram__sectors_write.sum                                                |    43,722,552 |     179,320.0 |    -99.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     429,513.0 |       2,011.0 |    -99.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,062,205 |     106,553.0 |    -99.5% | 
lts__t_sectors_op_write.sum                                            |    66,828,925 |     678,157.0 |    -99.0% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.8 |         77.88 |    -96.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,896.5 |       1,763.6 |    -93.2% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      39,550.8 |      74,467.3 |     88.3% | warp
launch__registers_per_thread                                           |         186.0 |         55.00 |    -70.4% | register/thread
smsp__inst_executed.sum                                                |   141,729,637 |    50,875,583 |    -64.1% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,496.0 |      14,745.3 |    -51.6% | warp
lts__t_sectors.sum                                                     |   637,596,705 |   487,609,488 |    -23.5% | sector
dram__sectors_read.sum                                                 |    89,210,328 |   106,953,744 |     19.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         564.1 |         663.6 |     17.6% | warp
lts__t_sectors_op_read.sum                                             |   570,524,763 |   486,607,133 |    -14.7% | sector
