Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      13,245.0 |      inf% | warp
dram__bytes_write.sum                                                  |          1.40 |         12.00 |    757.1% | Gbyte
smsp__warps_issue_stalled_barrier.avg                                  |      92,996.4 |     224,286.3 |    141.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,616,111 |         592.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,062,205 |      86,364.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     429,513.0 |       2,033.0 |    -99.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.8 |         15.92 |    -99.3% | warp
dram__sectors_write.sum                                                |    43,722,552 |     375,112.0 |    -99.1% | sector
lts__t_sectors_op_write.sum                                            |    66,828,925 |     668,663.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,896.5 |         605.2 |    -97.7% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |      24,272.8 |         792.3 |    -96.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,496.0 |       1,366.2 |    -95.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,955.5 |     266,909.8 |     89.4% | warp
dram__sectors_read.sum                                                 |    89,210,328 |   163,609,144 |     83.4% | sector
smsp__warps_issue_stalled_branch_resolving.avg                         |      39,550.8 |      66,757.9 |     68.8% | warp
smsp__inst_executed.sum                                                |   141,729,637 |    44,352,864 |    -68.7% | inst
launch__registers_per_thread                                           |         186.0 |         81.00 |    -56.5% | register/thread
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         564.1 |         315.9 |    -44.0% | warp
lts__t_sectors_op_read.sum                                             |   570,524,763 |   604,620,114 |      6.0% | sector
lts__t_sectors.sum                                                     |   637,596,705 |   605,639,715 |     -5.0% | sector
