Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         595.0 |    18,068,083 | 3036552.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,998.0 |    30,746,608 | 1538769.3% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |          1.69 |       3,483.4 | 206018.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      85,026.0 |    50,269,474 |  59022.5% | 
dram__sectors_write.sum                                                |     171,872.0 |    44,325,920 |  25690.1% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,751.2 |     180,802.3 |  10224.6% | warp
lts__t_sectors_op_write.sum                                            |     681,591.0 |    67,521,914 |   9806.5% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         752.3 |       6,803.9 |    804.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         347.6 |       2,483.6 |    614.4% | warp
smsp__inst_executed.sum                                                |    46,248,141 |   103,957,839 |    124.8% | inst
launch__registers_per_thread                                           |         56.00 |         118.0 |    110.7% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         25.07 |         47.02 |     87.6% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      10,851.0 |      18,361.6 |     69.2% | warp
dram__sectors_read.sum                                                 |   106,783,976 |   159,463,016 |     49.3% | sector
lts__t_sectors.sum                                                     |   463,899,022 |   671,456,660 |     44.7% | sector
smsp__warps_issue_stalled_wait.avg                                     |     277,211.2 |     399,508.7 |     44.1% | warp
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         51.11 |         66.70 |     30.5% | %
lts__t_sectors_op_read.sum                                             |   462,895,979 |   603,260,711 |     30.3% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     222,878.3 |     266,635.0 |     19.6% | warp
lts__t_sector_hit_rate.pct                                             |         66.17 |         53.26 |    -19.5% | %
smsp__warps_issue_stalled_branch_resolving.avg                         |      70,166.9 |      83,374.5 |     18.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,489,519 |     2,037,564 |    -18.2% | warp
