Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    16,569,686 | 2789409.4% | 
dram__sectors_write.sum                                                |     179,320.0 |    44,030,616 |  24454.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     106,553.0 |    17,757,804 |  16565.7% | 
lts__t_sectors_op_write.sum                                            |     678,157.0 |    67,528,694 |   9857.7% | sector
smsp__warps_issue_stalled_dispatch_stall.avg                           |         26.43 |         766.1 |   2798.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         663.6 |       1,884.8 |    184.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      14,745.3 |      32,314.7 |    119.2% | warp
launch__registers_per_thread                                           |         55.00 |         114.0 |    107.3% | register/thread
smsp__warps_issue_stalled_sleeping.avg                                 |      10,134.1 |      20,837.5 |    105.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,763.6 |       3,533.1 |    100.3% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         77.88 |         15.76 |    -79.8% | warp
smsp__inst_executed.sum                                                |    50,875,583 |    74,236,403 |     45.9% | inst
lts__t_sectors.sum                                                     |   487,609,488 |   616,531,672 |     26.4% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     220,066.1 |     275,638.6 |     25.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     291,373.3 |     353,304.9 |     21.3% | warp
lts__t_sectors_op_read.sum                                             |   486,607,133 |   548,507,707 |     12.7% | sector
smsp__warps_issue_stalled_branch_resolving.avg                         |      74,467.3 |      80,013.2 |      7.4% | warp
