Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |    26,684,750 | 1292139.7% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      46,556.5 |     186,961.7 |    301.6% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         20.91 |         73.98 |    253.8% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |       1,155.4 |       3,445.2 |    198.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,420,002 |    48,026,709 |    147.3% | 
smsp__warps_issue_stalled_not_selected.avg                             |       5,158.0 |       7,790.9 |     51.0% | warp
dram__sectors_read.sum                                                 |   145,829,768 |   214,518,888 |     47.1% | sector
smsp__inst_executed.sum                                                |    81,617,912 |   114,039,745 |     39.7% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.50 |         57.99 |     36.4% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      20,410.1 |      17,254.6 |    -15.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     375,713.0 |     433,646.9 |     15.4% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,333,940 |     2,037,312 |    -12.7% | warp
lts__t_sectors_op_read.sum                                             |   625,581,016 |   690,152,555 |     10.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    18,183,202 |    19,918,347 |      9.5% | 
lts__t_sectors.sum                                                     |   693,717,628 |   758,409,709 |      9.3% | sector
smsp__warps_issue_stalled_branch_resolving.avg                         |      95,475.1 |     101,769.7 |      6.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       3,319.4 |       3,119.5 |     -6.0% | warp
