Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       9,529.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,996.4 |     223,281.1 |    140.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,616,111 |         594.0 |   -100.0% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |      24,272.8 |          1.69 |   -100.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,062,205 |      83,840.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     429,513.0 |       2,005.0 |    -99.5% | 
dram__sectors_write.sum                                                |    43,722,552 |     223,496.0 |    -99.5% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.8 |         15.84 |    -99.3% | warp
lts__t_sectors_op_write.sum                                            |    66,828,925 |     679,177.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,896.5 |         948.3 |    -96.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,955.5 |     275,035.8 |     95.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,496.0 |       3,520.5 |    -88.5% | warp
launch__registers_per_thread                                           |         186.0 |         53.00 |    -71.5% | register/thread
smsp__warps_issue_stalled_branch_resolving.avg                         |      39,550.8 |      67,067.9 |     69.6% | warp
smsp__inst_executed.sum                                                |   141,729,637 |    47,404,355 |    -66.6% | inst
lts__t_sectors.sum                                                     |   637,596,705 |   509,273,583 |    -20.1% | sector
lts__t_sector_hit_rate.pct                                             |         62.49 |         73.70 |     17.9% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         564.1 |         493.8 |    -12.5% | warp
lts__t_sectors_op_read.sum                                             |   570,524,763 |   508,145,333 |    -10.9% | sector
