Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,471.3 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,616.8 |     272,271.9 |    789.3% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,812.6 |         17.64 |    -99.5% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |      26,075.4 |       2,929.3 |    -88.8% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      46,108.8 |      81,924.0 |     77.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,912.1 |       6,476.4 |    -70.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,138.6 |     387,056.2 |     69.7% | warp
dram__sectors_read.sum                                                 |   133,763,048 |   221,734,848 |     65.8% | sector
launch__registers_per_thread                                           |         252.0 |         124.0 |    -50.8% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         40.32 |         58.63 |     45.4% | %
smsp__inst_executed.sum                                                |   163,087,888 |   100,792,929 |    -38.2% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,675,077 |    27,103,354 |    -28.1% | 
lts__t_sector_hit_rate.pct                                             |         57.11 |         44.39 |    -22.3% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     134,491.6 |     164,420.2 |     22.3% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,724,890 |     2,133,398 |    -21.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,204,979 |    47,702,210 |    -20.8% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,587.8 |       2,125.1 |    -17.9% | warp
lts__t_sectors_op_read.sum                                             |   622,282,193 |   681,970,317 |      9.6% | sector
lts__t_sectors.sum                                                     |   689,538,901 |   750,168,912 |      8.8% | sector
