Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      10,763.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,996.4 |     221,768.8 |    138.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,955.5 |     288,461.0 |    104.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,616,111 |         593.0 |   -100.0% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |      24,272.8 |          5.21 |   -100.0% | warp
dram__sectors_write.sum                                                |    43,722,552 |     181,072.0 |    -99.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    20,062,205 |      84,381.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     429,513.0 |       1,998.0 |    -99.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,176.8 |         15.89 |    -99.3% | warp
lts__t_sectors_op_write.sum                                            |    66,828,925 |     682,483.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,896.5 |       1,360.5 |    -94.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,496.0 |       1,635.1 |    -94.6% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      39,550.8 |      69,320.0 |     75.3% | warp
launch__registers_per_thread                                           |         186.0 |         56.00 |    -69.9% | register/thread
smsp__inst_executed.sum                                                |   141,729,637 |    49,488,435 |    -65.1% | inst
lts__t_sectors.sum                                                     |   637,596,705 |   447,417,501 |    -29.8% | sector
lts__t_sectors_op_read.sum                                             |   570,524,763 |   446,403,380 |    -21.8% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         564.1 |         676.6 |     19.9% | warp
dram__sectors_read.sum                                                 |    89,210,328 |   106,630,968 |     19.5% | sector
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         63.75 |         51.46 |    -19.3% | %
