Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,998.0 |    28,998,697 | 1451286.2% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,870.3 |     178,484.1 |    564.2% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |         851.5 |       3,541.5 |    315.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,138,757 |    50,187,400 |    192.8% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,799.8 |       7,208.2 |     50.2% | warp
dram__sectors_read.sum                                                 |   118,267,552 |   174,514,848 |     47.6% | sector
smsp__inst_executed.sum                                                |    74,963,565 |   106,560,538 |     42.1% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         36.30 |         50.06 |     37.9% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,943,031 |    19,693,652 |     23.5% | 
smsp__warps_issue_stalled_wait.avg                                     |     353,399.5 |     412,746.8 |     16.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,382,207 |     2,033,487 |    -14.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,851.5 |      18,803.9 |    -13.9% | warp
lts__t_sectors_op_read.sum                                             |   613,558,293 |   674,620,556 |     10.0% | sector
lts__t_sectors.sum                                                     |   681,578,625 |   742,764,295 |      9.0% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,708.6 |       2,848.4 |      5.2% | warp
