Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,999.0 |    29,414,583 | 1471364.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      32,314.7 |     188,578.4 |    483.6% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |         766.1 |       3,014.3 |    293.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,757,804 |    51,075,819 |    187.6% | 
smsp__warps_issue_stalled_not_selected.avg                             |       3,533.1 |       7,563.1 |    114.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,884.8 |       3,170.8 |     68.2% | warp
dram__sectors_read.sum                                                 |   105,786,456 |   162,278,040 |     53.4% | sector
smsp__inst_executed.sum                                                |    74,236,403 |   106,413,151 |     43.3% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         33.88 |         47.76 |     41.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,569,686 |    20,053,360 |     21.0% | 
smsp__warps_issue_stalled_wait.avg                                     |     353,304.9 |     413,288.7 |     17.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,345,240 |     2,008,687 |    -14.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      20,837.5 |      18,797.5 |     -9.8% | warp
lts__t_sectors_op_read.sum                                             |   548,507,707 |   597,441,289 |      8.9% | sector
lts__t_sectors.sum                                                     |   616,531,672 |   665,652,196 |      8.0% | sector
