Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    14,495,630 | 2444357.0% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |          4.65 |       1,990.3 |  42701.5% | warp
dram__sectors_write.sum                                                |     225,816.0 |    43,984,280 |  19377.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      83,660.0 |    15,728,210 |  18700.2% | 
lts__t_sectors_op_write.sum                                            |     672,513.0 |    67,505,757 |   9937.8% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       2,737.9 |      27,084.9 |    889.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,572.8 |       4,664.4 |    196.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,145.7 |       2,690.7 |    134.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       9,873.9 |      22,866.0 |    131.6% | warp
launch__registers_per_thread                                           |         55.00 |         115.0 |    109.1% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         21.63 |         33.15 |     53.3% | %
smsp__inst_executed.sum                                                |    50,021,778 |    72,159,284 |     44.3% | inst
smsp__warps_issue_stalled_barrier.avg                                  |     222,652.1 |     276,068.7 |     24.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     279,404.2 |     336,516.4 |     20.4% | warp
lts__t_sectors.sum                                                     |   549,379,049 |   650,938,598 |     18.5% | sector
smsp__warps_issue_stalled_branch_resolving.avg                         |      66,906.6 |      77,728.6 |     16.2% | warp
dram__sectors_read.sum                                                 |    92,263,152 |   102,886,672 |     11.5% | sector
lts__t_sectors_op_read.sum                                             |   548,260,651 |   582,783,783 |      6.3% | sector
