Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      17,700.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,616.8 |     265,524.9 |    767.3% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,812.6 |         17.81 |    -99.5% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |      26,075.4 |       3,630.3 |    -86.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,138.6 |     412,080.7 |     80.6% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      46,108.8 |      82,875.3 |     79.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,912.1 |       7,178.0 |    -67.2% | warp
launch__registers_per_thread                                           |         252.0 |         118.0 |    -53.2% | register/thread
smsp__warps_issue_stalled_short_scoreboard.avg                         |     134,491.6 |     181,139.7 |     34.7% | warp
smsp__inst_executed.sum                                                |   163,087,888 |   107,597,356 |    -34.0% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,724,890 |     2,024,784 |    -25.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,675,077 |    30,696,557 |    -18.5% | 
dram__sectors_read.sum                                                 |   133,763,048 |   158,237,640 |     18.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,204,979 |    50,202,008 |    -16.6% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,587.8 |       2,816.1 |      8.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,080,835 |    18,061,670 |     -5.3% | 
