Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    16,072,596 | 2710287.2% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |          2.30 |         854.0 |  37030.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,698.0 |    17,320,202 |  20349.4% | 
dram__sectors_write.sum                                                |     312,688.0 |    44,273,624 |  14059.0% | sector
lts__t_sectors_op_write.sum                                            |     669,782.0 |    67,518,593 |   9980.7% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,551.4 |      26,852.2 |   1630.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         459.7 |       2,676.2 |    482.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         975.7 |       4,772.0 |    389.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      10,559.5 |      21,712.1 |    105.6% | warp
launch__registers_per_thread                                           |         56.00 |         115.0 |    105.4% | register/thread
smsp__inst_executed.sum                                                |    47,870,453 |    74,968,413 |     56.6% | inst
lts__t_sectors.sum                                                     |   548,707,414 |   690,049,413 |     25.8% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     222,218.7 |     276,101.7 |     24.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     284,838.3 |     353,427.6 |     24.1% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      69,507.7 |      81,073.8 |     16.6% | warp
lts__t_sectors_op_read.sum                                             |   547,735,257 |   621,976,973 |     13.6% | sector
dram__sectors_read.sum                                                 |   124,940,520 |   116,441,264 |     -6.8% | sector
