Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      20,758.2 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,616.8 |     269,854.2 |    781.4% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,812.6 |         17.88 |    -99.5% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |      26,075.4 |       3,039.3 |    -88.3% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      46,108.8 |      81,017.4 |     75.7% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,138.6 |     394,430.6 |     72.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,912.1 |       6,843.9 |    -68.8% | warp
launch__registers_per_thread                                           |         252.0 |         118.0 |    -53.2% | register/thread
smsp__inst_executed.sum                                                |   163,087,888 |   103,053,020 |    -36.8% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     134,491.6 |     180,810.5 |     34.4% | warp
dram__sectors_read.sum                                                 |   133,763,048 |   172,843,056 |     29.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,724,890 |     2,071,488 |    -24.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,675,077 |    29,581,923 |    -21.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,204,979 |    50,856,798 |    -15.5% | 
