Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,592.8 |       8,090.2 |    407.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         174.7 |         526.1 |    201.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         538.9 |       1,406.2 |    160.9% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |         122.1 |          2.30 |    -98.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      12,489.2 |       9,161.5 |    -26.6% | warp
dram__sectors_read.sum                                                 |   163,708,400 |   121,191,792 |    -26.0% | sector
smsp__warps_issue_stalled_branch_resolving.avg                         |      66,942.4 |      82,779.9 |     23.7% | warp
lts__t_sector_hit_rate.pct                                             |         52.70 |         64.20 |     21.8% | %
smsp__inst_executed.sum                                                |    43,362,424 |    51,304,358 |     18.3% | inst
dram__sectors_write.sum                                                |     366,328.0 |     303,352.0 |    -17.2% | sector
smsp__warps_issue_stalled_wait.avg                                     |     266,743.1 |     310,731.8 |     16.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      85,927.0 |      98,753.0 |     14.9% | 
