Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,011.0 |    29,361,966 | 1459967.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,088.0 |     180,489.4 |    591.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    15,736,578 |    50,776,220 |    222.7% | 
smsp__warps_issue_stalled_dispatch_stall.avg                           |       1,244.1 |       3,905.4 |    213.9% | warp
dram__sectors_read.sum                                                 |   103,889,552 |   171,572,800 |     65.1% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,546.1 |       6,749.0 |     48.5% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         33.32 |         49.42 |     48.3% | %
smsp__inst_executed.sum                                                |    71,046,010 |   102,703,081 |     44.6% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,497,338 |    20,073,722 |     38.5% | 
smsp__warps_issue_stalled_wait.avg                                     |     336,426.7 |     396,035.2 |     17.7% | warp
lts__t_sector_hit_rate.pct                                             |         65.45 |         54.33 |    -17.0% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,394,283 |     2,073,780 |    -13.4% | warp
lts__t_sectors_op_read.sum                                             |   583,007,313 |   655,818,755 |     12.5% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,751.0 |       2,429.9 |    -11.7% | warp
lts__t_sectors.sum                                                     |   651,173,068 |   724,174,033 |     11.2% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      22,825.8 |      20,659.2 |     -9.5% | warp
