Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    20,053,360 | 3375886.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,011.0 |    29,414,583 | 1462584.4% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     106,553.0 |    51,075,819 |  47834.7% | 
dram__sectors_write.sum                                                |     179,320.0 |    44,324,200 |  24617.9% | sector
smsp__warps_issue_stalled_dispatch_stall.avg                           |         26.43 |       3,014.3 |  11304.7% | warp
lts__t_sectors_op_write.sum                                            |     678,157.0 |    67,518,488 |   9856.2% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      14,745.3 |     188,578.4 |   1178.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         663.6 |       3,170.8 |    377.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,763.6 |       7,563.1 |    328.9% | warp
launch__registers_per_thread                                           |         55.00 |         118.0 |    114.5% | register/thread
smsp__inst_executed.sum                                                |    50,875,583 |   106,413,151 |    109.2% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         25.07 |         47.76 |     90.5% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      10,134.1 |      18,797.5 |     85.5% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         77.88 |         17.88 |    -77.0% | warp
dram__sectors_read.sum                                                 |   106,953,744 |   162,278,040 |     51.7% | sector
smsp__warps_issue_stalled_wait.avg                                     |     291,373.3 |     413,288.7 |     41.8% | warp
lts__t_sectors.sum                                                     |   487,609,488 |   665,652,196 |     36.5% | sector
lts__t_sectors_op_read.sum                                             |   486,607,133 |   597,441,289 |     22.8% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     220,066.1 |     267,334.5 |     21.5% | warp
lts__t_sector_hit_rate.pct                                             |         65.46 |         51.53 |    -21.3% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,451,693 |     2,008,687 |    -18.1% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      74,467.3 |      81,925.1 |     10.0% | warp
