Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      14,128.0 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,616.8 |     263,684.8 |    761.2% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      46,108.8 |     107,496.9 |    133.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,138.6 |     466,638.4 |    104.5% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,812.6 |         17.74 |    -99.5% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |      26,075.4 |       2,619.8 |    -90.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,912.1 |       7,830.1 |    -64.3% | warp
launch__registers_per_thread                                           |         252.0 |         118.0 |    -53.2% | register/thread
smsp__warps_issue_stalled_short_scoreboard.avg                         |     134,491.6 |     189,174.2 |     40.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,675,077 |    25,541,141 |    -32.2% | 
smsp__inst_executed.sum                                                |   163,087,888 |   115,087,107 |    -29.4% | inst
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,724,890 |     1,935,492 |    -29.0% | warp
dram__sectors_read.sum                                                 |   133,763,048 |   167,713,904 |     25.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,080,835 |    22,680,122 |     18.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,204,979 |    49,752,343 |    -17.4% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,587.8 |       2,983.7 |     15.3% | warp
lts__t_sectors_op_read.sum                                             |   622,282,193 |   675,579,569 |      8.6% | sector
lts__t_sectors.sum                                                     |   689,538,901 |   743,781,706 |      7.9% | sector
