Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,445.5 |      46,556.5 |     76.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,288.2 |       3,319.4 |     45.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       3,904.6 |       5,158.0 |     32.1% | warp
smsp__warps_issue_stalled_branch_resolving.avg                         |      78,951.9 |      95,475.1 |     20.9% | warp
smsp__inst_executed.sum                                                |    69,483,605 |    81,617,912 |     17.5% | inst
smsp__warps_issue_stalled_dispatch_stall.avg                           |         999.8 |       1,155.4 |     15.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      23,711.5 |      20,410.1 |    -13.9% | warp
smsp__warps_issue_stalled_wait.avg                                     |     335,357.8 |     375,713.0 |     12.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,524,790 |    18,183,202 |     10.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,703,555 |    19,420,002 |      9.7% | 
smsp__warps_issue_stalled_barrier.avg                                  |     281,481.7 |     260,244.2 |     -7.5% | warp
