Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,592.8 |      14,446.5 |    807.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         174.7 |         576.7 |    230.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         538.9 |       1,732.9 |    221.6% | warp
smsp__warps_issue_stalled_dispatch_stall.avg                           |         122.1 |          1.82 |    -98.5% | warp
smsp__inst_executed.sum                                                |    43,362,424 |    51,506,612 |     18.8% | inst
smsp__warps_issue_stalled_branch_resolving.avg                         |      66,942.4 |      76,784.3 |     14.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      85,927.0 |      96,756.0 |     12.6% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      12,489.2 |      11,169.0 |    -10.6% | warp
smsp__warps_issue_stalled_wait.avg                                     |     266,743.1 |     294,059.9 |     10.2% | warp
dram__sectors_write.sum                                                |     366,328.0 |     388,488.0 |      6.0% | sector
