Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,125.1 |       3,170.8 |     49.2% | warp
dram__sectors_read.sum                                                 |   221,734,848 |   162,278,040 |    -26.8% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         58.63 |         47.76 |    -18.5% | %
smsp__warps_issue_stalled_not_selected.avg                             |       6,476.4 |       7,563.1 |     16.8% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     164,420.2 |     188,578.4 |     14.7% | warp
lts__t_sectors_op_read.sum                                             |   681,970,317 |   597,441,289 |    -12.4% | sector
lts__t_sectors.sum                                                     |   750,168,912 |   665,652,196 |    -11.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    27,103,354 |    29,414,583 |      8.5% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      20,471.3 |      18,797.5 |     -8.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    47,702,210 |    51,075,819 |      7.1% | 
smsp__warps_issue_stalled_wait.avg                                     |     387,056.2 |     413,288.7 |      6.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,133,398 |     2,008,687 |     -5.8% | warp
smsp__inst_executed.sum                                                |   100,792,929 |   106,413,151 |      5.6% | inst
