Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |     268,446.3 |      44,418.2 |    -83.5% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      18,709.1 |       3,705.4 |    -80.2% | warp
launch__registers_per_thread                                           |         117.0 |         164.0 |     40.2% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,041,020 |     2,672,358 |     30.9% | warp
dram__sectors_read.sum                                                 |   176,254,320 |   133,747,472 |    -24.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    18,959,412 |    14,858,878 |    -21.6% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,929.3 |       2,317.6 |    -20.9% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     186,509.2 |     216,276.8 |     16.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    29,270,253 |    33,071,154 |     13.0% | 
smsp__warps_issue_stalled_not_selected.avg                             |       7,813.0 |       7,157.3 |     -8.4% | warp
