Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,929.3 |       2,195.1 |    -25.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      18,709.1 |      22,760.4 |     21.7% | warp
dram__sectors_read.sum                                                 |   176,254,320 |   212,081,128 |     20.3% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       7,813.0 |       6,675.0 |    -14.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     186,509.2 |     163,214.5 |    -12.5% | warp
lts__t_sectors_op_read.sum                                             |   609,545,975 |   683,706,977 |     12.2% | sector
lts__t_sectors.sum                                                     |   677,683,479 |   751,536,407 |     10.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    29,270,253 |    26,654,681 |     -8.9% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,041,020 |     2,171,832 |      6.4% | warp
