Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |      44,418.2 |     274,846.0 |    518.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       3,705.4 |      22,760.4 |    514.3% | warp
dram__sectors_read.sum                                                 |   133,747,472 |   212,081,128 |     58.6% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.69 |         57.22 |     34.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,858,878 |    19,248,001 |     29.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     216,276.8 |     163,214.5 |    -24.5% | warp
launch__registers_per_thread                                           |         164.0 |         126.0 |    -23.2% | register/thread
lts__t_sector_hit_rate.pct                                             |         56.08 |         45.01 |    -19.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    33,071,154 |    26,654,681 |    -19.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,672,358 |     2,171,832 |    -18.7% | warp
lts__t_sectors_op_read.sum                                             |   613,992,877 |   683,706,977 |     11.4% | sector
lts__t_sectors.sum                                                     |   685,448,784 |   751,536,407 |      9.6% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       7,157.3 |       6,675.0 |     -6.7% | warp
smsp__inst_executed.sum                                                |   107,968,910 |   101,912,066 |     -5.6% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,317.6 |       2,195.1 |     -5.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,929,084 |    47,413,590 |     -5.0% | 
