N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,BATCH_EPILOGUE,GELU_VECTOR_WIDTH,STORE_TIMING,regs,spills,smem_kb,ms,tflops,status,dflags
5,4,3,0,32,100,4,1,1,1,0,3,1,0,0,0,0,32,0,224,0,225.0,2.848,1537.96,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
4,4,3,0,32,0,2,1,1,4,0,0,1,0,0,0,0,32,0,243,0,193.0,2.849,1537.23,OK,-DINTERLEAVE_STRATEGY=3 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,4,1,1,6,1,3,1,0,0,0,0,32,0,218,0,225.0,2.849,1537.38,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
5,4,3,0,32,40,2,1,1,5,1,0,1,0,0,0,0,32,0,241,0,225.0,2.849,1537.26,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DW0_LOOP_UNROLL=1
5,4,3,1,32,0,2,1,1,5,1,1,1,0,0,0,0,32,0,211,0,225.0,2.851,1536.37,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,1,32,0,2,1,1,6,0,1,1,0,0,0,0,32,0,223,0,225.0,2.851,1536.13,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1
5,4,3,0,32,40,4,1,1,8,4,3,1,0,0,0,0,32,0,218,0,225.0,2.852,1535.78,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,4,1,1,6,1,3,1,0,0,0,0,32,0,218,0,225.0,2.852,1535.61,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
5,4,3,1,32,0,2,1,1,1,1,1,1,0,0,0,0,32,0,188,0,225.0,2.853,1535.08,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,1,32,0,2,1,1,2,1,1,1,0,0,0,0,32,0,188,0,225.0,2.853,1535.47,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,0,32,100,4,1,1,8,4,3,1,0,0,0,0,32,0,218,0,225.0,2.853,1535.48,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,0,32,40,4,1,1,6,4,3,1,0,0,0,0,32,0,218,0,225.0,2.854,1534.51,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,8,0,1,1,0,0,0,0,32,0,223,0,225.0,2.855,1534.07,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1
5,4,3,1,32,0,4,1,1,8,0,3,1,0,0,0,0,32,0,236,0,225.0,2.855,1534.16,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
5,4,3,1,32,0,4,1,1,2,0,1,1,0,0,0,0,32,0,214,0,225.0,2.856,1533.87,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1
5,4,3,0,32,40,4,1,1,6,0,3,1,0,0,0,0,32,0,238,0,225.0,2.857,1533.35,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3
5,4,3,1,32,0,2,1,1,1,4,1,1,0,0,0,0,32,0,188,0,225.0,2.858,1532.39,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,4,1,1,6,1,0,1,0,0,0,0,32,0,218,0,225.0,2.858,1532.71,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DW0_LOOP_UNROLL=1
4,4,3,1,32,120,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.859,1531.99,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=120
5,4,3,1,32,0,2,1,1,6,1,1,1,0,0,0,0,32,0,211,0,225.0,2.859,1532.11,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,0,32,40,2,1,1,6,0,0,1,0,0,0,0,32,0,234,0,225.0,2.86,1531.48,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,3,1,32,0,4,1,1,5,0,0,0,1,0,0,1,32,0,250,0,225.0,2.86,1531.6,OK,-DBATCH_EPILOGUE=1 -DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0
5,4,1,1,32,40,2,1,1,5,0,0,1,0,0,0,0,32,0,242,0,225.0,2.861,1530.97,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,3,1,32,0,4,1,1,6,0,0,1,0,0,0,0,32,0,236,0,225.0,2.861,1530.72,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,4,1,1,6,4,1,1,0,0,0,0,32,0,209,0,225.0,2.861,1531.2,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,40,2,1,1,8,0,0,1,0,0,0,0,32,0,234,0,225.0,2.861,1531.05,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,3,1,32,0,2,1,1,2,4,1,1,0,0,0,0,32,0,188,0,225.0,2.862,1530.24,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,5,4,3,1,0,0,0,0,32,0,242,0,225.0,2.862,1530.57,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,3,1,32,100,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.863,1529.7,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=100
5,4,3,1,32,0,2,1,1,6,0,0,1,0,0,0,0,32,0,230,0,225.0,2.866,1528.54,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,2,1,1,2,0,0,1,0,0,0,0,32,0,216,0,225.0,2.867,1527.73,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,3,0,32,40,4,1,1,8,1,1,1,0,0,0,0,32,0,212,0,225.0,2.869,1526.49,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,0,32,100,4,1,1,2,0,1,1,0,0,0,0,32,0,214,0,225.0,2.87,1526.04,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1
5,4,3,1,32,0,2,1,1,8,0,0,1,0,0,0,0,32,0,230,0,225.0,2.873,1524.36,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,2,1,1,8,0,3,1,0,0,0,0,32,0,230,0,225.0,2.873,1524.79,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
5,4,3,0,32,40,4,1,1,2,0,1,1,0,0,0,0,32,0,214,0,225.0,2.875,1523.31,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=1
5,4,1,1,32,80,2,1,1,5,0,0,1,0,0,0,0,32,0,242,0,225.0,2.878,1522.15,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DN_STAGES=5
5,4,3,1,32,0,2,1,1,1,0,1,1,0,0,0,0,32,0,215,0,225.0,2.878,1521.93,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=1
5,4,3,0,32,40,4,1,1,6,1,3,1,0,0,0,0,32,0,218,0,225.0,2.878,1521.75,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
5,4,3,1,32,0,4,1,1,5,0,3,1,1,0,0,1,32,0,250,0,225.0,2.879,1521.24,OK,-DBATCH_EPILOGUE=1 -DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
4,4,1,1,32,160,2,1,1,4,0,0,1,0,0,0,0,32,0,240,0,193.0,2.882,1519.58,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,3,1,32,0,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.882,1520.04,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,4,1,1,5,0,3,0,1,0,0,1,32,0,250,0,225.0,2.882,1519.95,OK,-DBATCH_EPILOGUE=1 -DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3
5,4,3,1,32,0,2,1,1,1,1,3,1,0,0,0,0,32,0,198,0,225.0,2.884,1518.71,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
4,4,3,1,32,40,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.887,1517.25,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=40
5,4,3,1,32,0,4,1,1,5,0,3,1,0,0,0,1,32,1,247,0,225.0,2.889,1515.88,OK,-DBATCH_EPILOGUE=1 -DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=0 -DSTORE_TIMING=1 -DSUB_MMA_UNROLL=3
5,4,3,1,32,0,2,1,1,2,4,3,1,0,0,0,0,32,0,198,0,225.0,2.891,1514.82,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,5,1,0,1,0,0,0,0,32,0,242,0,225.0,2.893,1513.77,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=1
4,4,1,1,32,200,2,1,1,4,0,0,1,0,0,0,0,32,0,240,0,193.0,2.895,1512.85,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=200
5,4,3,1,32,0,2,1,1,1,4,3,1,0,0,0,0,32,0,198,0,225.0,2.896,1512.2,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,1,1,32,120,2,1,1,4,0,0,1,0,0,0,0,32,0,240,0,193.0,2.897,1512.18,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=120
5,4,3,1,32,0,2,1,1,5,1,3,1,0,0,0,0,32,0,242,0,225.0,2.897,1512.01,OK,-DINTERLEAVE_STRATEGY=3 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
5,4,3,0,32,40,2,1,1,6,0,3,1,0,0,0,0,32,0,234,0,225.0,2.897,1512.05,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3
5,4,3,0,32,40,2,1,1,8,0,3,1,0,0,0,0,32,0,234,0,225.0,2.901,1509.59,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3
4,4,1,1,32,100,2,1,1,4,0,0,1,0,0,0,0,32,0,240,0,193.0,2.903,1509.04,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=100
5,4,3,1,32,0,4,1,1,5,0,0,1,1,0,0,1,32,0,250,0,225.0,2.907,1506.48,OK,-DBATCH_EPILOGUE=1 -DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPREFETCH_BEFORE_STORE=1 -DSTAGGER_CYCLES=0
5,4,3,1,32,0,2,1,1,2,1,0,1,0,0,0,0,32,0,198,0,225.0,2.908,1506.12,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=1
4,4,1,0,32,160,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.909,1505.86,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=160
5,4,3,0,32,100,2,1,1,2,4,0,1,0,0,0,0,32,0,195,0,225.0,2.91,1505.0,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,1,4,3,1,0,0,0,0,32,0,195,0,225.0,2.911,1504.89,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,1,4,0,1,0,0,0,0,32,0,198,0,225.0,2.912,1504.21,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,2,4,0,1,0,0,0,0,32,0,198,0,225.0,2.912,1504.37,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,2,1,3,1,0,0,0,0,32,0,195,0,225.0,2.915,1502.51,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
4,4,1,0,32,200,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.916,1502.08,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=200
5,4,3,0,32,100,2,1,1,6,4,1,1,0,0,0,0,32,0,206,0,225.0,2.917,1501.34,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,1,32,0,2,1,1,2,1,3,1,0,0,0,0,32,0,198,0,225.0,2.918,1501.11,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=1
5,4,3,0,32,40,4,1,1,1,0,1,1,0,0,0,0,32,0,214,0,225.0,2.918,1501.22,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=1
5,4,3,1,32,0,4,1,1,5,0,0,0,1,0,0,0,32,1,244,0,225.0,2.918,1500.94,OK,-DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPREFETCH_BEFORE_STORE=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0 -DSTORE_TIMING=1
5,4,1,0,32,0,2,1,1,5,0,0,1,0,0,0,0,32,0,240,0,225.0,2.92,1500.2,OK,-DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0
5,4,3,0,32,100,2,1,1,8,4,1,1,0,0,0,0,32,0,206,0,225.0,2.92,1500.25,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,5,4,1,1,0,0,0,0,32,0,206,0,225.0,2.921,1499.3,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,2,0,0,1,0,0,0,0,32,0,219,0,225.0,2.922,1499.23,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,3,0,32,100,2,1,1,1,0,0,1,0,0,0,0,32,0,219,0,225.0,2.923,1498.35,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100
5,4,3,0,32,100,4,1,1,1,0,1,1,0,0,0,0,32,0,214,0,225.0,2.926,1496.9,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1
4,4,1,0,32,100,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.927,1496.44,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=100
5,4,3,1,32,0,2,1,1,1,1,0,1,0,0,0,0,32,0,198,0,225.0,2.927,1496.22,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DW0_LOOP_UNROLL=1
5,4,3,0,32,40,2,1,1,1,0,0,1,0,0,0,0,32,0,219,0,225.0,2.928,1495.78,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40
5,4,3,0,32,100,2,1,1,1,0,3,1,0,0,0,0,32,0,219,0,225.0,2.929,1495.55,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
5,4,3,0,32,40,2,1,1,1,0,3,1,0,0,0,0,32,0,219,0,225.0,2.93,1495.15,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=3
5,4,3,0,32,40,2,1,1,5,4,1,1,0,0,0,0,32,0,206,0,225.0,2.93,1494.83,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,40,2,1,1,8,4,1,1,0,0,0,0,32,0,206,0,225.0,2.931,1494.3,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,1,1,0,1,0,0,0,0,32,0,195,0,225.0,2.931,1494.28,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DW0_LOOP_UNROLL=1
5,4,3,0,32,100,2,1,1,2,1,0,1,0,0,0,0,32,0,195,0,225.0,2.931,1494.64,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DW0_LOOP_UNROLL=1
5,4,3,0,32,100,2,1,1,2,0,3,1,0,0,0,0,32,0,219,0,225.0,2.931,1494.59,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3
5,4,3,0,32,100,2,1,1,8,1,1,1,0,0,0,0,32,0,206,0,225.0,2.931,1494.22,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=8 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,3,0,32,100,2,1,1,2,4,3,1,0,0,0,0,32,0,195,0,225.0,2.932,1493.86,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
5,4,3,0,32,100,2,1,1,5,1,1,1,0,0,0,0,32,0,206,0,225.0,2.932,1493.66,OK,-DINTERLEAVE_STRATEGY=3 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
5,4,2,0,32,200,2,1,1,5,0,0,1,0,0,0,0,32,0,238,0,225.0,2.933,1493.38,OK,-DN_STAGES=5 -DSTAGGER_CYCLES=200
5,4,3,0,32,100,2,1,1,2,0,1,1,0,0,0,0,32,0,211,0,225.0,2.933,1493.18,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=2 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1
5,4,3,1,32,0,4,1,1,5,0,0,0,0,0,0,0,32,1,244,0,225.0,2.936,1491.79,OK,-DK_LOOP_UNROLL=5 -DMBAR_EARLY=1 -DN_STAGES=5 -DPHASE1_UNROLL=4 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=0 -DSTORE_TIMING=1
4,4,1,0,32,80,2,1,1,4,0,0,1,0,0,0,0,32,0,242,0,193.0,2.937,1491.47,OK,-DINTERLEAVE_STRATEGY=1
4,4,1,1,32,80,2,1,1,4,0,0,1,0,0,0,0,32,0,240,0,193.0,2.937,1491.55,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1
5,4,3,0,32,100,2,1,1,6,1,1,1,0,0,0,0,32,0,206,0,225.0,2.939,1490.24,OK,-DINTERLEAVE_STRATEGY=3 -DK_LOOP_UNROLL=6 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=1
