N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,BATCH_EPILOGUE,GELU_VECTOR_WIDTH,STORE_TIMING,EPILOGUE_LOOP,STS_WIDTH,EPI_SYNC,NUM_PASSES_PARAM,regs,spills,smem_kb,ms,tflops,status,dflags
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,178,0,193.0,0.523,2093.06,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,178,0,193.0,0.524,2088.93,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,214,0,193.0,0.524,2088.4,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,214,0,193.0,0.524,2091.72,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,178,0,193.0,0.524,2088.84,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,178,0,193.0,0.525,2087.15,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,174,0,193.0,0.526,2083.08,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,8,4,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.527,2078.87,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,174,0,193.0,0.527,2078.79,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,4,0,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.528,2075.34,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,255,0,193.0,0.528,2074.27,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,255,0,193.0,0.528,2074.52,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,4,4,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.529,2070.47,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,222,0,193.0,0.529,2068.75,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,255,0,193.0,0.529,2069.85,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,222,0,193.0,0.53,2066.44,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
5,4,2,1,32,160,2,1,1,5,0,0,1,0,0,0,0,32,0,0,16,0,0,234,0,225.0,0.535,2048.41,OK,-DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,186,0,225.0,0.536,2043.93,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
5,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,186,0,225.0,0.536,2041.14,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,1,0,16,0,0,255,0,193.0,0.549,1992.76,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,1,0,16,0,0,255,0,193.0,0.549,1994.72,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
3,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,169,0,161.0,0.553,1980.0,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DN_STAGES=3 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,1,0,16,0,0,178,0,193.0,0.553,1979.92,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
3,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,169,0,161.0,0.555,1974.17,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DN_STAGES=3 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,1,0,16,0,0,178,0,193.0,0.555,1974.05,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,1,1,16,0,0,146,0,193.0,0.557,1966.27,OK,-DEPILOGUE_LOOP=1 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,1,1,16,0,0,146,0,193.0,0.561,1950.94,OK,-DEPILOGUE_LOOP=1 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
4,4,2,1,32,160,4,1,1,8,0,0,1,0,0,0,0,32,1,1,16,0,0,179,0,193.0,0.561,1950.41,OK,-DEPILOGUE_LOOP=1 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSTORE_TIMING=1
3,4,2,1,32,160,2,1,1,1,0,0,1,0,0,0,0,32,0,0,16,0,0,157,0,161.0,0.569,1924.83,OK,-DK_LOOP_UNROLL=1 -DMBAR_EARLY=1 -DN_STAGES=3 -DSTAGGER_CYCLES=160
