Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       9,117.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     220,232.9 |    137.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         597.0 |   -100.0% | 
dram__sectors_write.sum                                                |    43,734,200 |     169,592.0 |    -99.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       1,836.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |     104,276.0 |    -99.5% | 
lts__t_sectors_op_write.sum                                            |    66,843,374 |     408,815.0 |    -99.4% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         20.81 |    -99.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         448.0 |    -98.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     273,756.2 |     94.2% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         80.42 |    -86.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |      10,223.8 |    -66.5% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    47,720,818 |    -66.3% | inst
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,256 |     1,588,586 |    -34.5% | warp
dram__sectors_read.sum                                                 |    89,189,752 |   112,205,000 |     25.8% | sector
lts__t_sectors.sum                                                     |   631,812,727 |   504,263,499 |    -20.2% | sector
lts__t_sectors_op_read.sum                                             |   564,719,276 |   503,591,793 |    -10.8% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,811,354 |     -5.3% | cycle
