Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         185.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,398.1 |          0.00 |   -100.0% | warp
lts__t_sectors_op_write.sum                                            |     2,128,541 |     1,063,140 |    -50.1% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,809,838 |     1,646,952 |    -41.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         526.7 |         375.5 |    -28.7% | warp
dram__sectors_read.sum                                                 |    27,590,704 |    22,385,504 |    -18.9% | sector
dram__bytes_read.sum                                                   |         882.9 |         716.3 |    -18.9% | Mbyte
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |       1,562.0 |    -18.1% | 
dram__sectors_write.sum                                                |     119,992.0 |     108,176.0 |     -9.8% | sector
lts__t_sectors.sum                                                     |   519,475,593 |   476,286,265 |     -8.3% | sector
lts__t_sectors_op_read.sum                                             |   517,227,971 |   475,123,165 |     -8.1% | sector
