Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,917.0 |    28,931,411 | 1509102.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         538.7 |   4797.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,749.1 |     116,719.5 |    893.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,991.9 |      42,191.8 |    745.2% | warp
smsp__inst_executed.sum                                                |   165,984,947 |   976,282,476 |    488.2% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     105,781.5 |     383,692.5 |    262.7% | warp
dram__sectors_read.sum                                                 |    22,355,000 |    45,028,672 |    101.4% | sector
dram__bytes_read.sum                                                   |         715.4 |          1.44 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     630,052.6 |     1,122,304 |     78.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,822,357 |    79,300,107 |     59.2% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,793,591 |     1,170,619 |    -58.1% | warp
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
smsp__warps_issue_stalled_sleeping.avg                                 |     114,312.8 |     143,571.6 |     25.6% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         62.81 |         47.82 |    -23.9% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         54.66 |         43.86 |    -19.8% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.26 |         46.88 |    -19.5% | %
smsp__cycles_active.avg                                                |     3,097,436 |     3,674,339 |     18.6% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     478,594.3 |     546,847.7 |     14.3% | warp
lts__t_sectors_op_read.sum                                             |   485,170,152 |   526,701,444 |      8.6% | sector
lts__t_sectors.sum                                                     |   755,031,363 |   796,651,391 |      5.5% | sector
