Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |    28,340,226 | 1526029.6% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         433.6 |   3841.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |     124,124.5 |   1123.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |      39,129.6 |    614.5% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   972,852,143 |    502.4% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |     393,841.6 |    288.1% | warp
dram__sectors_read.sum                                                 |    40,825,840 |    77,578,608 |     90.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     1,126,193 |     79.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,167,703 |    -60.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    78,898,626 |     58.1% | 
launch__registers_per_thread                                           |         152.0 |         105.0 |    -30.9% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         57.45 |         46.28 |    -19.4% | %
smsp__cycles_active.avg                                                |     3,209,261 |     3,685,099 |     14.8% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     555,310.0 |     12.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |     144,217.1 |     11.1% | warp
lts__t_sectors_op_read.sum                                             |   515,200,992 |   567,277,954 |     10.1% | sector
lts__t_sectors.sum                                                     |   785,294,171 |   837,341,553 |      6.6% | sector
