Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      10,248.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     223,386.0 |    141.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         600.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       1,709.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |      84,415.0 |    -99.6% | 
dram__sectors_write.sum                                                |    43,734,200 |     234,768.0 |    -99.5% | sector
lts__t_sectors_op_write.sum                                            |    66,843,374 |     412,914.0 |    -99.4% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         17.68 |    -99.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         274.4 |    -98.9% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |         982.1 |    -96.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         64.15 |    -88.9% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     263,030.2 |     86.6% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    44,185,548 |    -68.8% | inst
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
dram__sectors_read.sum                                                 |    89,189,752 |   130,260,072 |     46.0% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,256 |     1,618,035 |    -33.3% | warp
lts__t_sectors.sum                                                     |   631,812,727 |   541,089,279 |    -14.4% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,810,866 |     -5.3% | cycle
