Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    63,176,880 | 10671670.3% | 
dram__sectors_write.sum                                                |     107,408.0 |    57,850,968 |  53760.9% | sector
lts__t_sectors_op_write.sum                                            |     1,053,330 |   268,416,658 |  25382.7% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         373.2 |      87,787.5 |  23421.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,801.0 |    65,808,896 |  21142.3% | 
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed        |          1.14 |         12.18 |    968.4% | %
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed       |          1.14 |         12.18 |    968.4% | %
smsp__inst_executed.sum                                                |    60,326,748 |   157,923,406 |    161.8% | inst
launch__registers_per_thread                                           |         77.00 |         152.0 |     97.4% | register/thread
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.37 |         61.68 |     74.4% | %
smsp__warps_issue_stalled_wait.avg                                     |     343,895.3 |     552,993.5 |     60.8% | warp
lts__t_sectors.sum                                                     |   512,151,548 |   755,287,462 |     47.5% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,558,433 |     1,212,276 |    -22.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     292,052.7 |     343,644.8 |     17.7% | warp
lts__t_sector_hit_rate.pct                                             |         92.42 |         81.90 |    -11.4% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      72,307.6 |      79,483.8 |      9.9% | warp
smsp__cycles_active.avg                                                |     2,468,273 |     2,689,320 |      9.0% | cycle
lts__t_sectors_op_read.sum                                             |   511,013,146 |   484,396,796 |     -5.2% | sector
