Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,180,069 |     1,281,507 |    -41.2% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     163,108.8 |      99,267.3 |    -39.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,199.4 |       2,662.5 |     21.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,405,698 |    22,402,524 |     15.4% | 
smsp__warps_issue_stalled_not_selected.avg                             |       6,677.7 |       7,664.4 |     14.8% | warp
dram__sectors_read.sum                                                 |   203,829,376 |   179,562,232 |    -11.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,498,811 |    23,574,633 |    -11.0% | 
smsp__warps_issue_stalled_barrier.avg                                  |     275,397.4 |     248,079.3 |     -9.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,891.5 |      20,091.8 |     -8.2% | warp
