Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      18,859.1 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     246,565.6 |    700.3% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.71 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       7,442.5 |    -65.9% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     372,823.6 |     63.4% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,276,219 |    -53.4% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__inst_executed.sum                                                |   163,089,410 |    99,186,630 |    -39.2% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,541,283 |    -37.7% | 
dram__sectors_read.sum                                                 |   133,747,408 |   174,853,592 |     30.7% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         51.88 |     26.5% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      99,861.3 |    -26.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    47,285,116 |    -21.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    22,854,068 |     19.2% | 
smsp__cycles_active.avg                                                |     1,934,310 |     1,833,237 |     -5.2% | cycle
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,432.2 |     -5.2% | warp
