Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      11,636.1 |      inf% | warp
dram__bytes_write.sum                                                  |          1.40 |         12.19 |    770.7% | Gbyte
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     224,219.2 |    141.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         592.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |      86,445.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       2,075.0 |    -99.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         17.64 |    -99.2% | warp
dram__sectors_write.sum                                                |    43,734,200 |     380,960.0 |    -99.1% | sector
lts__t_sectors_op_write.sum                                            |    66,843,374 |     669,633.0 |    -99.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         640.3 |    -97.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |         844.9 |    -97.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     269,935.1 |     91.5% | warp
dram__sectors_read.sum                                                 |    89,189,752 |   163,414,168 |     83.2% | sector
smsp__inst_executed.sum                                                |   141,729,628 |    45,452,081 |    -67.9% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         375.0 |    -35.1% | warp
launch__registers_per_thread                                           |         186.0 |         128.0 |    -31.2% | register/thread
lts__t_sectors_op_read.sum                                             |   564,719,276 |   621,140,799 |     10.0% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,812,012 |     -5.3% | cycle
